id,name_x,artist,album,release_date,duration_ms_x,added_at,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,time_signature
4EndPA8b6FDWYp1RgsnLEB,Blame Game,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,469866,2019-03-22 09:26:00+00:00,"['chicago rap', 'hip hop', 'rap']",0.419,0.581,10,-5.964,0,0.0688,0.306,6.3e-05,0.11,0.636,80.305,audio_features,spotify:track:4EndPA8b6FDWYp1RgsnLEB,https://api.spotify.com/v1/tracks/4EndPA8b6FDWYp1RgsnLEB,https://api.spotify.com/v1/audio-analysis/4EndPA8b6FDWYp1RgsnLEB,1
4e5IPJxSGVWPsaxQzdRseN,Who Will Survive In America,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,98200,2019-03-22 09:26:00+00:00,"['chicago rap', 'hip hop', 'rap']",0.677,0.842,1,-6.111,1,0.36,0.228,0.000684,0.856,0.595,116.166,audio_features,spotify:track:4e5IPJxSGVWPsaxQzdRseN,https://api.spotify.com/v1/tracks/4e5IPJxSGVWPsaxQzdRseN,https://api.spotify.com/v1/audio-analysis/4e5IPJxSGVWPsaxQzdRseN,4
6K07Ahf6V7CAQn0ikrOztl,So Appalled,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,397666,2019-03-22 09:26:00+00:00,"['chicago rap', 'hip hop', 'rap']",0.64,0.754,1,-5.873,0,0.283,0.255,0.0,0.63,0.584,87.15,audio_features,spotify:track:6K07Ahf6V7CAQn0ikrOztl,https://api.spotify.com/v1/tracks/6K07Ahf6V7CAQn0ikrOztl,https://api.spotify.com/v1/audio-analysis/6K07Ahf6V7CAQn0ikrOztl,4
7yNK27ZTpHew0c55VvIJgm,Dark Fantasy,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,280786,2019-03-22 09:26:00+00:00,"['chicago rap', 'hip hop', 'rap']",0.599,0.587,5,-5.919,1,0.0423,0.274,0.0,0.167,0.373,87.998,audio_features,spotify:track:7yNK27ZTpHew0c55VvIJgm,https://api.spotify.com/v1/tracks/7yNK27ZTpHew0c55VvIJgm,https://api.spotify.com/v1/audio-analysis/7yNK27ZTpHew0c55VvIJgm,4
0CjJqkWOpIUXdem5hUcxAk,Momma,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,283120,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.615,0.743,1,-4.58,1,0.325,0.254,0.0,0.665,0.515,111.914,audio_features,spotify:track:0CjJqkWOpIUXdem5hUcxAk,https://api.spotify.com/v1/tracks/0CjJqkWOpIUXdem5hUcxAk,https://api.spotify.com/v1/audio-analysis/0CjJqkWOpIUXdem5hUcxAk,5
0N3W5peJUQtI4eyR6GJT5O,King Kunta,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,234693,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,audio_features,spotify:track:0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/tracks/0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/audio-analysis/0N3W5peJUQtI4eyR6GJT5O,4
1WT11QmhZutciEv1NsHt1R,Mortal Man,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,727106,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.567,0.525,10,-9.043,0,0.75,0.665,0.0,0.708,0.416,86.935,audio_features,spotify:track:1WT11QmhZutciEv1NsHt1R,https://api.spotify.com/v1/tracks/1WT11QmhZutciEv1NsHt1R,https://api.spotify.com/v1/audio-analysis/1WT11QmhZutciEv1NsHt1R,4
1bxEpNR75Hq3T2oF9AZjt8,u,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,268493,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.406,0.798,11,-5.585,0,0.432,0.26,0.0,0.461,0.58,71.547,audio_features,spotify:track:1bxEpNR75Hq3T2oF9AZjt8,https://api.spotify.com/v1/tracks/1bxEpNR75Hq3T2oF9AZjt8,https://api.spotify.com/v1/audio-analysis/1bxEpNR75Hq3T2oF9AZjt8,4
2UOYzhusMTypF7oAQwksCj,Hood Politics,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,292520,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.731,0.661,6,-6.562,0,0.376,0.145,0.0,0.12,0.369,87.912,audio_features,spotify:track:2UOYzhusMTypF7oAQwksCj,https://api.spotify.com/v1/tracks/2UOYzhusMTypF7oAQwksCj,https://api.spotify.com/v1/audio-analysis/2UOYzhusMTypF7oAQwksCj,4
3ODXRUPL44f04cCacwiCLC,i,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,336013,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.541,0.809,8,-4.286,1,0.324,0.708,0.0,0.72,0.753,120.094,audio_features,spotify:track:3ODXRUPL44f04cCacwiCLC,https://api.spotify.com/v1/tracks/3ODXRUPL44f04cCacwiCLC,https://api.spotify.com/v1/audio-analysis/3ODXRUPL44f04cCacwiCLC,4
3iVcZ5G6tvkXZkZKlMpIUs,Alright,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,219333,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,audio_features,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,https://api.spotify.com/v1/tracks/3iVcZ5G6tvkXZkZKlMpIUs,https://api.spotify.com/v1/audio-analysis/3iVcZ5G6tvkXZkZKlMpIUs,4
4oFtLSgHyZPNYDCcANhTnO,Institutionalized,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,271773,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.539,0.731,3,-5.085,0,0.453,0.112,1.19e-06,0.129,0.568,81.114,audio_features,spotify:track:4oFtLSgHyZPNYDCcANhTnO,https://api.spotify.com/v1/tracks/4oFtLSgHyZPNYDCcANhTnO,https://api.spotify.com/v1/audio-analysis/4oFtLSgHyZPNYDCcANhTnO,4
4tQcyj5488alHT1ZgFduzn,How Much A Dollar Cost,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,261746,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.624,0.729,1,-4.747,1,0.198,0.415,0.0,0.135,0.334,87.948,audio_features,spotify:track:4tQcyj5488alHT1ZgFduzn,https://api.spotify.com/v1/tracks/4tQcyj5488alHT1ZgFduzn,https://api.spotify.com/v1/audio-analysis/4tQcyj5488alHT1ZgFduzn,4
5Mtt6tZSZA9cXTHGSGpyh0,The Blacker The Berry,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,328826,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.553,0.852,10,-4.08,0,0.305,0.00713,0.0,0.463,0.27,176.058,audio_features,spotify:track:5Mtt6tZSZA9cXTHGSGpyh0,https://api.spotify.com/v1/tracks/5Mtt6tZSZA9cXTHGSGpyh0,https://api.spotify.com/v1/audio-analysis/5Mtt6tZSZA9cXTHGSGpyh0,4
72hFOhhhnOJZnnp6uVOgPn,Complexion (A Zulu Love),Kendrick Lamar,To Pimp A Butterfly,2015-03-16,263360,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.665,0.558,2,-7.863,0,0.303,0.566,4.57e-06,0.219,0.37,89.953,audio_features,spotify:track:72hFOhhhnOJZnnp6uVOgPn,https://api.spotify.com/v1/tracks/72hFOhhhnOJZnnp6uVOgPn,https://api.spotify.com/v1/audio-analysis/72hFOhhhnOJZnnp6uVOgPn,4
75izAeHlGuOgA865CFDyIv,For Free? - Interlude,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,130893,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.526,0.896,8,-4.708,1,0.197,0.588,0.0,0.37,0.745,129.313,audio_features,spotify:track:75izAeHlGuOgA865CFDyIv,https://api.spotify.com/v1/tracks/75izAeHlGuOgA865CFDyIv,https://api.spotify.com/v1/audio-analysis/75izAeHlGuOgA865CFDyIv,1
7A3ETuOrieyx9KSF0sn0Zf,You Ain't Gotta Lie (Momma Said),Kendrick Lamar,To Pimp A Butterfly,2015-03-16,241680,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.443,0.635,11,-5.404,0,0.223,0.455,2.07e-05,0.285,0.672,93.742,audio_features,spotify:track:7A3ETuOrieyx9KSF0sn0Zf,https://api.spotify.com/v1/tracks/7A3ETuOrieyx9KSF0sn0Zf,https://api.spotify.com/v1/audio-analysis/7A3ETuOrieyx9KSF0sn0Zf,4
7Ks4VCY1wFebnOdJrM13t6,Wesley's Theory,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,287360,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.509,0.787,7,-6.754,1,0.265,0.359,2.76e-05,0.26,0.507,114.449,audio_features,spotify:track:7Ks4VCY1wFebnOdJrM13t6,https://api.spotify.com/v1/tracks/7Ks4VCY1wFebnOdJrM13t6,https://api.spotify.com/v1/audio-analysis/7Ks4VCY1wFebnOdJrM13t6,4
7uWVT3UkCAZyANvv0bdyQn,These Walls,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,300973,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.752,0.489,1,-5.233,1,0.137,0.11,3.57e-06,0.202,0.373,108.005,audio_features,spotify:track:7uWVT3UkCAZyANvv0bdyQn,https://api.spotify.com/v1/tracks/7uWVT3UkCAZyANvv0bdyQn,https://api.spotify.com/v1/audio-analysis/7uWVT3UkCAZyANvv0bdyQn,4
7unx2Rvsq8D0RfOLRXclTA,For Sale? - Interlude,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,291720,2019-03-11 10:54:35+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.301,0.686,2,-8.36,1,0.0831,0.442,0.000115,0.121,0.276,79.036,audio_features,spotify:track:7unx2Rvsq8D0RfOLRXclTA,https://api.spotify.com/v1/tracks/7unx2Rvsq8D0RfOLRXclTA,https://api.spotify.com/v1/audio-analysis/7unx2Rvsq8D0RfOLRXclTA,3
0vkzRCT7wzqWCFJw5TN1MQ,Save The Day (feat. Coi Leray & LouGotCash),Ski Mask The Slump God,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,178720,2019-03-09 13:34:08+00:00,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",0.871,0.751,6,-8.042,0,0.0788,0.00391,0.0,0.0853,0.787,139.984,audio_features,spotify:track:0vkzRCT7wzqWCFJw5TN1MQ,https://api.spotify.com/v1/tracks/0vkzRCT7wzqWCFJw5TN1MQ,https://api.spotify.com/v1/audio-analysis/0vkzRCT7wzqWCFJw5TN1MQ,4
2CWOMDYFK4Ef3867nEhnVM,Memories,Thutmose,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,199146,2019-03-09 13:34:08+00:00,[],0.567,0.651,5,-7.146,0,0.0554,0.0519,0.0,0.183,0.519,93.989,audio_features,spotify:track:2CWOMDYFK4Ef3867nEhnVM,https://api.spotify.com/v1/tracks/2CWOMDYFK4Ef3867nEhnVM,https://api.spotify.com/v1/audio-analysis/2CWOMDYFK4Ef3867nEhnVM,4
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,158040,2019-03-09 13:34:08+00:00,"['dfw rap', 'melodic rap', 'pop', 'rap']",0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,audio_features,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,4
3vWzyGTu6Ovo1GdrcJqH6e,Scared of the Dark (feat. XXXTENTACION),Lil Wayne,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,233000,2019-03-09 13:34:08+00:00,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.443,0.623,0,-6.717,0,0.0718,0.0468,0.0,0.247,0.156,79.365,audio_features,spotify:track:3vWzyGTu6Ovo1GdrcJqH6e,https://api.spotify.com/v1/tracks/3vWzyGTu6Ovo1GdrcJqH6e,https://api.spotify.com/v1/audio-analysis/3vWzyGTu6Ovo1GdrcJqH6e,4
4Uy3kNxW2kB8AEoXljEcth,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,174893,2019-03-09 13:34:08+00:00,"['hip pop', 'pop', 'queens hip hop', 'rap']",0.766,0.881,9,-5.158,0,0.137,0.0166,2.3e-06,0.347,0.674,112.027,audio_features,spotify:track:4Uy3kNxW2kB8AEoXljEcth,https://api.spotify.com/v1/tracks/4Uy3kNxW2kB8AEoXljEcth,https://api.spotify.com/v1/audio-analysis/4Uy3kNxW2kB8AEoXljEcth,5
5F2AuFzEiuAQD0JVNjVJQz,Let Go,Beau Young Prince,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,177653,2019-03-09 13:34:08+00:00,['dmv rap'],0.764,0.725,7,-8.812,1,0.0576,0.463,5.91e-06,0.109,0.0794,100.063,audio_features,spotify:track:5F2AuFzEiuAQD0JVNjVJQz,https://api.spotify.com/v1/tracks/5F2AuFzEiuAQD0JVNjVJQz,https://api.spotify.com/v1/audio-analysis/5F2AuFzEiuAQD0JVNjVJQz,4
5zsHmE2gO3RefVsPyw2e3T,What's Up Danger (with Black Caviar),Blackway,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,222306,2019-03-09 13:34:08+00:00,['nyc rap'],0.701,0.755,2,-5.82,1,0.0417,0.00363,0.000795,0.121,0.116,95.036,audio_features,spotify:track:5zsHmE2gO3RefVsPyw2e3T,https://api.spotify.com/v1/tracks/5zsHmE2gO3RefVsPyw2e3T,https://api.spotify.com/v1/audio-analysis/5zsHmE2gO3RefVsPyw2e3T,4
6V81K1OcvYgHEnCA6A2Qx9,Start a Riot,Duckwrth,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,171466,2019-03-09 13:34:08+00:00,['alternative r&b'],0.728,0.727,2,-3.585,1,0.206,0.0128,0.0,0.0882,0.89,143.144,audio_features,spotify:track:6V81K1OcvYgHEnCA6A2Qx9,https://api.spotify.com/v1/tracks/6V81K1OcvYgHEnCA6A2Qx9,https://api.spotify.com/v1/audio-analysis/6V81K1OcvYgHEnCA6A2Qx9,4
6VS7wKwtvL2FvTupYSWZ9e,Invincible,Aminé,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,196386,2019-03-09 13:34:08+00:00,"['pop rap', 'portland hip hop', 'rap', 'underground hip hop']",0.724,0.6,10,-4.391,0,0.29,0.141,0.000218,0.104,0.466,86.984,audio_features,spotify:track:6VS7wKwtvL2FvTupYSWZ9e,https://api.spotify.com/v1/tracks/6VS7wKwtvL2FvTupYSWZ9e,https://api.spotify.com/v1/audio-analysis/6VS7wKwtvL2FvTupYSWZ9e,4
6kiauSlWtddVQx4JwJx51p,"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)",DJ Khalil,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,219400,2019-03-09 13:34:08+00:00,[],0.58,0.935,6,-4.847,0,0.293,0.176,0.0,0.514,0.666,129.173,audio_features,spotify:track:6kiauSlWtddVQx4JwJx51p,https://api.spotify.com/v1/tracks/6kiauSlWtddVQx4JwJx51p,https://api.spotify.com/v1/audio-analysis/6kiauSlWtddVQx4JwJx51p,4
6rz0dTA0PdhXImFV5EjM0w,Hide (feat. Seezyn),Juice WRLD,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,205800,2019-03-09 13:34:08+00:00,"['chicago rap', 'melodic rap', 'rap']",0.715,0.639,5,-5.017,0,0.0752,0.0622,0.0,0.157,0.151,149.996,audio_features,spotify:track:6rz0dTA0PdhXImFV5EjM0w,https://api.spotify.com/v1/tracks/6rz0dTA0PdhXImFV5EjM0w,https://api.spotify.com/v1/audio-analysis/6rz0dTA0PdhXImFV5EjM0w,4
7cFFhb9Wz2ZXLSpEk2VDKd,Way Up,Jaden,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,153773,2019-03-09 13:34:08+00:00,"['pop rap', 'rap']",0.585,0.941,10,-3.278,0,0.145,0.03,8.41e-06,0.196,0.45,130.024,audio_features,spotify:track:7cFFhb9Wz2ZXLSpEk2VDKd,https://api.spotify.com/v1/tracks/7cFFhb9Wz2ZXLSpEk2VDKd,https://api.spotify.com/v1/audio-analysis/7cFFhb9Wz2ZXLSpEk2VDKd,4
7pBsquIkbED6W6uSQJGbkn,Home,Vince Staples,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,211360,2019-03-09 13:34:08+00:00,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",0.604,0.736,10,-5.596,0,0.0555,0.00608,0.109,0.11,0.345,118.012,audio_features,spotify:track:7pBsquIkbED6W6uSQJGbkn,https://api.spotify.com/v1/tracks/7pBsquIkbED6W6uSQJGbkn,https://api.spotify.com/v1/audio-analysis/7pBsquIkbED6W6uSQJGbkn,4
2lmZIOEXURNVT9qtFTTha9,Hey Now,London Grammar,If You Wait (Deluxe Edition),2013-09-09,207461,2019-02-21 21:24:12+00:00,"['metropopolis', 'nottingham indie']",0.654,0.282,5,-12.16,1,0.0351,0.413,0.101,0.103,0.0393,120.075,audio_features,spotify:track:2lmZIOEXURNVT9qtFTTha9,https://api.spotify.com/v1/tracks/2lmZIOEXURNVT9qtFTTha9,https://api.spotify.com/v1/audio-analysis/2lmZIOEXURNVT9qtFTTha9,4
4BEy9qPMYPBxtjV0NnTZB3,Razor Love,Neil Young,Silver & Gold,2000-04-25,391160,2019-02-03 15:52:59+00:00,"['canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']",0.567,0.309,7,-14.102,1,0.0346,0.71,0.00676,0.101,0.35,126.351,audio_features,spotify:track:4BEy9qPMYPBxtjV0NnTZB3,https://api.spotify.com/v1/tracks/4BEy9qPMYPBxtjV0NnTZB3,https://api.spotify.com/v1/audio-analysis/4BEy9qPMYPBxtjV0NnTZB3,4
1QmNHrzsGf93mqRidjhlmV,Rocket Surgeon,Wendy & Kyle,Take Me Home Tonight,2011-01-01,12720,2019-01-28 01:21:55+00:00,nan,0.0,0.582,7,-20.555,1,0.0,0.854,0.0,0.706,0.0,0.0,audio_features,spotify:track:1QmNHrzsGf93mqRidjhlmV,https://api.spotify.com/v1/tracks/1QmNHrzsGf93mqRidjhlmV,https://api.spotify.com/v1/audio-analysis/1QmNHrzsGf93mqRidjhlmV,0
1fZasbaEfFWhbJBkzUnWTq,Live Is Life,Opus,Take Me Home Tonight,2011-01-01,244666,2019-01-28 01:21:55+00:00,nan,0.613,0.922,9,-1.993,0,0.0384,0.256,1.05e-06,0.982,0.651,93.578,audio_features,spotify:track:1fZasbaEfFWhbJBkzUnWTq,https://api.spotify.com/v1/tracks/1fZasbaEfFWhbJBkzUnWTq,https://api.spotify.com/v1/audio-analysis/1fZasbaEfFWhbJBkzUnWTq,4
1oxO4x680qvy6C5UJeSqx8,Come On Eileen,Dexys Midnight Runners,Take Me Home Tonight,2011-01-01,243933,2019-01-28 01:21:55+00:00,"['new romantic', 'new wave', 'new wave pop']",0.432,0.834,0,-3.759,1,0.0491,0.254,0.0,0.341,0.908,107.922,audio_features,spotify:track:1oxO4x680qvy6C5UJeSqx8,https://api.spotify.com/v1/tracks/1oxO4x680qvy6C5UJeSqx8,https://api.spotify.com/v1/audio-analysis/1oxO4x680qvy6C5UJeSqx8,4
1qQiWGviRy8ZnWxbTYifKl,Kickstart My Heart,Mötley Crüe,Take Me Home Tonight,2011-01-01,281346,2019-01-28 01:21:55+00:00,"['album rock', 'alternative metal', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",0.471,0.977,7,-4.141,0,0.159,0.00126,0.00287,0.371,0.256,89.542,audio_features,spotify:track:1qQiWGviRy8ZnWxbTYifKl,https://api.spotify.com/v1/tracks/1qQiWGviRy8ZnWxbTYifKl,https://api.spotify.com/v1/audio-analysis/1qQiWGviRy8ZnWxbTYifKl,4
2RQMxcFP1SQgO6PcnrLe0N,That’s What I’m Talking About,Kyle,Take Me Home Tonight,2011-01-01,10786,2019-01-28 01:21:55+00:00,nan,0.0,0.458,10,-15.145,1,0.0,0.699,0.0,0.719,0.0,0.0,audio_features,spotify:track:2RQMxcFP1SQgO6PcnrLe0N,https://api.spotify.com/v1/tracks/2RQMxcFP1SQgO6PcnrLe0N,https://api.spotify.com/v1/audio-analysis/2RQMxcFP1SQgO6PcnrLe0N,0
2tykvc1uyN8m0Z0Dt21Pk0,Meeting Trish Anderson,Barry,Take Me Home Tonight,2011-01-01,20186,2019-01-28 01:21:55+00:00,nan,0.541,0.9,10,-17.815,1,0.707,0.453,0.0,0.413,0.0367,81.98,audio_features,spotify:track:2tykvc1uyN8m0Z0Dt21Pk0,https://api.spotify.com/v1/tracks/2tykvc1uyN8m0Z0Dt21Pk0,https://api.spotify.com/v1/audio-analysis/2tykvc1uyN8m0Z0Dt21Pk0,3
3E1KC3RO89oodZIAMOpEhY,Don't You Want Me,Atomic Tom,Take Me Home Tonight,2011-01-01,178893,2019-01-28 01:21:55+00:00,['stomp pop'],0.467,0.958,0,-5.87,1,0.173,0.00248,0.0,0.867,0.253,130.12,audio_features,spotify:track:3E1KC3RO89oodZIAMOpEhY,https://api.spotify.com/v1/tracks/3E1KC3RO89oodZIAMOpEhY,https://api.spotify.com/v1/audio-analysis/3E1KC3RO89oodZIAMOpEhY,4
3OJ6QCUzYNb3MAB07mUEBE,Let My Love Open The Door - E. Cola Mix,Pete Townshend,Take Me Home Tonight,2011-01-01,288760,2019-01-28 01:21:55+00:00,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter']",0.507,0.479,0,-8.231,1,0.032,0.408,0.000636,0.119,0.276,148.055,audio_features,spotify:track:3OJ6QCUzYNb3MAB07mUEBE,https://api.spotify.com/v1/tracks/3OJ6QCUzYNb3MAB07mUEBE,https://api.spotify.com/v1/audio-analysis/3OJ6QCUzYNb3MAB07mUEBE,4
3ZdX5IvBQqj12Gybyw5ae2,Everybody Have Fun Tonight,Wang Chung,Take Me Home Tonight,2011-01-01,278426,2019-01-28 01:21:55+00:00,"['new romantic', 'new wave pop', 'synthpop']",0.731,0.85,9,-4.176,1,0.0358,0.0743,4.92e-05,0.0847,0.705,128.721,audio_features,spotify:track:3ZdX5IvBQqj12Gybyw5ae2,https://api.spotify.com/v1/tracks/3ZdX5IvBQqj12Gybyw5ae2,https://api.spotify.com/v1/audio-analysis/3ZdX5IvBQqj12Gybyw5ae2,4
3csSeZ3tVn77nt6B98K5YW,Video Killed The Radio Star - Single Version,The Buggles,Take Me Home Tonight,2011-01-01,201946,2019-01-28 01:21:55+00:00,"['early synthpop', 'new wave pop', 'zolo']",0.753,0.893,1,-6.339,1,0.0902,0.225,0.00141,0.368,0.379,131.146,audio_features,spotify:track:3csSeZ3tVn77nt6B98K5YW,https://api.spotify.com/v1/tracks/3csSeZ3tVn77nt6B98K5YW,https://api.spotify.com/v1/audio-analysis/3csSeZ3tVn77nt6B98K5YW,4
3prCSMWrmur0N5Ys5pYSVZ,Barry’s Advice,Matt & Barry,Take Me Home Tonight,2011-01-01,9106,2019-01-28 01:21:55+00:00,nan,0.0,0.928,3,-19.168,0,0.0,0.343,5.94e-06,0.239,0.0,0.0,audio_features,spotify:track:3prCSMWrmur0N5Ys5pYSVZ,https://api.spotify.com/v1/tracks/3prCSMWrmur0N5Ys5pYSVZ,https://api.spotify.com/v1/audio-analysis/3prCSMWrmur0N5Ys5pYSVZ,0
4Y6W2Bb6wo4BybiSQQ9bwZ,Situation,Yazoo,Take Me Home Tonight,2011-01-01,342986,2019-01-28 01:21:55+00:00,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",0.767,0.658,6,-7.55,1,0.046,0.0133,0.307,0.0497,0.411,118.706,audio_features,spotify:track:4Y6W2Bb6wo4BybiSQQ9bwZ,https://api.spotify.com/v1/tracks/4Y6W2Bb6wo4BybiSQQ9bwZ,https://api.spotify.com/v1/audio-analysis/4Y6W2Bb6wo4BybiSQQ9bwZ,4
56f5DxfDZOkMsIPcHmKJjI,The Fredricking,Matt & Tori,Take Me Home Tonight,2011-01-01,18133,2019-01-28 01:21:55+00:00,nan,0.547,0.45,8,-16.971,0,0.948,0.899,0.0,0.502,0.831,193.654,audio_features,spotify:track:56f5DxfDZOkMsIPcHmKJjI,https://api.spotify.com/v1/tracks/56f5DxfDZOkMsIPcHmKJjI,https://api.spotify.com/v1/audio-analysis/56f5DxfDZOkMsIPcHmKJjI,1
5Ku9XVGLQHsDU3dgC6dpEE,Can I Call You?,Matt & Tori,Take Me Home Tonight,2011-01-01,10280,2019-01-28 01:21:55+00:00,nan,0.0,0.441,6,-14.186,1,0.0,0.815,0.0,0.419,0.0,0.0,audio_features,spotify:track:5Ku9XVGLQHsDU3dgC6dpEE,https://api.spotify.com/v1/tracks/5Ku9XVGLQHsDU3dgC6dpEE,https://api.spotify.com/v1/audio-analysis/5Ku9XVGLQHsDU3dgC6dpEE,0
65EKVVfdj4YmTaYBZrdFAC,Bette Davis Eyes,Kim Carnes,Take Me Home Tonight,2011-01-01,218453,2019-01-28 01:21:55+00:00,"['new romantic', 'new wave pop', 'soft rock']",0.66,0.759,5,-7.222,1,0.0322,0.0275,0.0,0.16,0.524,116.573,audio_features,spotify:track:65EKVVfdj4YmTaYBZrdFAC,https://api.spotify.com/v1/tracks/65EKVVfdj4YmTaYBZrdFAC,https://api.spotify.com/v1/audio-analysis/65EKVVfdj4YmTaYBZrdFAC,4
6Il1ZKl4wRFMn5oWsUgmkK,The Safety Dance - Extended Dance Version,Men Without Hats,Take Me Home Tonight,2011-01-01,271400,2019-01-28 01:21:55+00:00,"['classic canadian rock', 'new romantic', 'new wave pop', 'synthpop']",0.767,0.726,0,-7.4,1,0.0395,0.042,0.035,0.115,0.163,101.419,audio_features,spotify:track:6Il1ZKl4wRFMn5oWsUgmkK,https://api.spotify.com/v1/tracks/6Il1ZKl4wRFMn5oWsUgmkK,https://api.spotify.com/v1/audio-analysis/6Il1ZKl4wRFMn5oWsUgmkK,4
