id,name_x,artist,album,release_date,duration_ms_x,added_at,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,time_signature
0QVJsWtmgj9SWZaLYiX2i3,Heaven - Remastered,The Rolling Stones,Tattoo You (2009 Re-Mastered),1981-08-24,262400,2021-08-15 19:51:27+00:00,"['album rock', 'british invasion', 'classic rock', 'rock']",0.617,0.459,1,-9.292,0,0.0368,0.222,0.0415,0.285,0.119,114.497,audio_features,spotify:track:0QVJsWtmgj9SWZaLYiX2i3,https://api.spotify.com/v1/tracks/0QVJsWtmgj9SWZaLYiX2i3,https://api.spotify.com/v1/audio-analysis/0QVJsWtmgj9SWZaLYiX2i3,4
6nTL1KhyjN3RzdRJFICZ81,Everybody's Gotta Live,Arthur Lee,Vindicator,1972-08-01,211960,2021-08-06 15:27:15+00:00,[],0.398,0.756,9,-7.54,0,0.0548,0.545,3.09e-06,0.138,0.712,149.945,audio_features,spotify:track:6nTL1KhyjN3RzdRJFICZ81,https://api.spotify.com/v1/tracks/6nTL1KhyjN3RzdRJFICZ81,https://api.spotify.com/v1/audio-analysis/6nTL1KhyjN3RzdRJFICZ81,3
1Og2Qi5XwYdr0YI6rn79Zb,Everybody’s Gotta Live,Love,Reel To Real,1974-01-01,204521,2021-08-06 15:25:08+00:00,"['acid rock', 'folk rock', 'psychedelic rock']",0.805,0.281,9,-11.877,0,0.0961,0.607,0.0,0.116,0.281,105.873,audio_features,spotify:track:1Og2Qi5XwYdr0YI6rn79Zb,https://api.spotify.com/v1/tracks/1Og2Qi5XwYdr0YI6rn79Zb,https://api.spotify.com/v1/audio-analysis/1Og2Qi5XwYdr0YI6rn79Zb,4
2MZSXhq4XDJWu6coGoXX1V,Avril 14th,Aphex Twin,Drukqs,2001-10-22,125520,2021-07-29 12:11:05+00:00,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811,audio_features,spotify:track:2MZSXhq4XDJWu6coGoXX1V,https://api.spotify.com/v1/tracks/2MZSXhq4XDJWu6coGoXX1V,https://api.spotify.com/v1/audio-analysis/2MZSXhq4XDJWu6coGoXX1V,4
37Tmv4NnfQeb0ZgUC4fOJj,Sultans Of Swing,Dire Straits,Dire Straits,1978-10-07,348400,2021-07-21 00:11:04+00:00,"['album rock', 'classic rock', 'mellow gold', 'rock']",0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,audio_features,spotify:track:37Tmv4NnfQeb0ZgUC4fOJj,https://api.spotify.com/v1/tracks/37Tmv4NnfQeb0ZgUC4fOJj,https://api.spotify.com/v1/audio-analysis/37Tmv4NnfQeb0ZgUC4fOJj,4
3zEN0ii6s4DHHBpnTp3RP7,We Are The People,Empire of the Sun,Walking On A Dream (10th Anniversary Edition),2008-10-03,267373,2021-07-14 01:23:07+00:00,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']",0.675,0.781,4,-5.404,0,0.0306,0.0801,0.0143,0.422,0.534,122.989,audio_features,spotify:track:3zEN0ii6s4DHHBpnTp3RP7,https://api.spotify.com/v1/tracks/3zEN0ii6s4DHHBpnTp3RP7,https://api.spotify.com/v1/audio-analysis/3zEN0ii6s4DHHBpnTp3RP7,4
1MJ5f5EYBC92ADD6xcz7nb,Chamber Of Reflection,Mac DeMarco,Salad Days,2014-04-01,231723,2021-07-12 20:13:39+00:00,"['edmonton indie', 'lo-fi indie', 'pov: indie']",0.537,0.558,11,-8.678,1,0.0929,0.263,0.91,0.102,0.505,131.037,audio_features,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,https://api.spotify.com/v1/tracks/1MJ5f5EYBC92ADD6xcz7nb,https://api.spotify.com/v1/audio-analysis/1MJ5f5EYBC92ADD6xcz7nb,4
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,Torches,2011-05-23,239600,2021-07-10 12:41:48+00:00,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,audio_features,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT,4
3o1GRfkMlAf8IN9WUqNeNS,Stonecutters,DOPE LEMON,Honey Bones,2016-07-16,270053,2021-07-03 02:27:59+00:00,[],0.427,0.728,2,-6.49,1,0.027,0.0158,0.589,0.148,0.327,149.265,audio_features,spotify:track:3o1GRfkMlAf8IN9WUqNeNS,https://api.spotify.com/v1/tracks/3o1GRfkMlAf8IN9WUqNeNS,https://api.spotify.com/v1/audio-analysis/3o1GRfkMlAf8IN9WUqNeNS,4
3evG0BIqEFMMP7lVJh1cSf,Don't Let Me Down - Remastered 2009,The Beatles,The Beatles 1967 - 1970 (Remastered),1973-04-02,215733,2021-07-01 14:09:35+00:00,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.593,0.289,4,-11.049,1,0.0259,0.568,0.000829,0.0928,0.733,77.119,audio_features,spotify:track:3evG0BIqEFMMP7lVJh1cSf,https://api.spotify.com/v1/tracks/3evG0BIqEFMMP7lVJh1cSf,https://api.spotify.com/v1/audio-analysis/3evG0BIqEFMMP7lVJh1cSf,4
3SdTKo2uVsxFblQjpScoHy,Stand by Me,Ben E. King,Don't Play That Song (Mono),1962-08-20,180055,2021-06-29 03:57:53+00:00,"['rock-and-roll', 'soul']",0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,audio_features,spotify:track:3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/tracks/3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/audio-analysis/3SdTKo2uVsxFblQjpScoHy,4
4vE0920ekH7Zbpq8ry0tlp,Love Will Set You Free,Carrie Cleveland,Looking Up: The Complete Works,2018-09-21,348500,2021-06-26 00:07:42+00:00,['rare groove'],0.814,0.445,5,-8.352,0,0.033,0.0686,0.00113,0.125,0.359,114.303,audio_features,spotify:track:4vE0920ekH7Zbpq8ry0tlp,https://api.spotify.com/v1/tracks/4vE0920ekH7Zbpq8ry0tlp,https://api.spotify.com/v1/audio-analysis/4vE0920ekH7Zbpq8ry0tlp,4
1Hv1VTm8zeOeybub15mA2R,Smooth Operator - Single Version,Sade,The Best of Sade,1994-10-31,258693,2021-06-25 23:40:26+00:00,"['british soul', 'sophisti-pop']",0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,audio_features,spotify:track:1Hv1VTm8zeOeybub15mA2R,https://api.spotify.com/v1/tracks/1Hv1VTm8zeOeybub15mA2R,https://api.spotify.com/v1/audio-analysis/1Hv1VTm8zeOeybub15mA2R,4
1QJb6LWvPXZpTMiqqODqkH,Prototype,Outkast,Speakerboxxx/The Love Below,2003-01-01,326240,2021-06-20 15:13:01+00:00,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",0.643,0.376,9,-7.424,1,0.0426,0.348,0.000335,0.111,0.193,76.002,audio_features,spotify:track:1QJb6LWvPXZpTMiqqODqkH,https://api.spotify.com/v1/tracks/1QJb6LWvPXZpTMiqqODqkH,https://api.spotify.com/v1/audio-analysis/1QJb6LWvPXZpTMiqqODqkH,4
6zWU7YALeEDMcPGhKKZJhV,Navajo,Masego,Navajo,2017-06-08,194157,2021-06-19 23:13:49+00:00,"['alternative r&b', 'indie soul']",0.567,0.593,6,-7.404,0,0.288,0.117,1.32e-06,0.248,0.358,88.545,audio_features,spotify:track:6zWU7YALeEDMcPGhKKZJhV,https://api.spotify.com/v1/tracks/6zWU7YALeEDMcPGhKKZJhV,https://api.spotify.com/v1/audio-analysis/6zWU7YALeEDMcPGhKKZJhV,4
3FtYbEfBqAlGO46NUDQSAt,Electric Feel,MGMT,Oracular Spectacular,2007-12-14,229640,2021-06-19 17:35:54+00:00,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,audio_features,spotify:track:3FtYbEfBqAlGO46NUDQSAt,https://api.spotify.com/v1/tracks/3FtYbEfBqAlGO46NUDQSAt,https://api.spotify.com/v1/audio-analysis/3FtYbEfBqAlGO46NUDQSAt,3
2bcC9Xyi40wnI7Od5uch31,Iron Sky,Paolo Nutini,Caustic Love,2014-04-11,373133,2021-06-15 22:23:06+00:00,"['british soul', 'neo mellow', 'scottish singer-songwriter']",0.387,0.626,1,-7.134,0,0.0344,0.242,0.0012,0.11,0.316,139.724,audio_features,spotify:track:2bcC9Xyi40wnI7Od5uch31,https://api.spotify.com/v1/tracks/2bcC9Xyi40wnI7Od5uch31,https://api.spotify.com/v1/audio-analysis/2bcC9Xyi40wnI7Od5uch31,4
0pNeVovbiZHkulpGeOx1Gj,Something - Remastered 2009,The Beatles,Abbey Road (Remastered),1969-09-26,182293,2021-06-13 02:16:07+00:00,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,audio_features,spotify:track:0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/tracks/0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/audio-analysis/0pNeVovbiZHkulpGeOx1Gj,4
07qj9w93jk1eA2TGAd6kxj,Masterpiece,SAULT,5,2019-05-05,344680,2021-06-11 00:22:51+00:00,"['indie soul', 'pop soul']",0.752,0.45,7,-5.2,1,0.0755,0.65,0.269,0.0925,0.836,76.49,audio_features,spotify:track:07qj9w93jk1eA2TGAd6kxj,https://api.spotify.com/v1/tracks/07qj9w93jk1eA2TGAd6kxj,https://api.spotify.com/v1/audio-analysis/07qj9w93jk1eA2TGAd6kxj,4
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,AM,2013-09-09,272394,2021-06-10 21:08:47+00:00,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,spotify:track:5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/audio-analysis/5FVd6KXrgO9B3JPmC8OPst,4
1A4WjuUXeFEVXjwgc7eVZ6,Good People,Jack Johnson,In Between Dreams,2005-01-01,208506,2021-06-09 22:07:54+00:00,['neo mellow'],0.721,0.586,11,-5.999,1,0.034,0.204,2.21e-05,0.0902,0.918,176.104,audio_features,spotify:track:1A4WjuUXeFEVXjwgc7eVZ6,https://api.spotify.com/v1/tracks/1A4WjuUXeFEVXjwgc7eVZ6,https://api.spotify.com/v1/audio-analysis/1A4WjuUXeFEVXjwgc7eVZ6,4
22QiTJqDn1BIRSh4mkNJ5w,Cherish the Day,Sade,Love Deluxe,1992-10-26,332133,2021-06-08 23:17:48+00:00,"['british soul', 'sophisti-pop']",0.68,0.389,8,-13.239,1,0.0545,0.0121,0.0834,0.105,0.68,80.145,audio_features,spotify:track:22QiTJqDn1BIRSh4mkNJ5w,https://api.spotify.com/v1/tracks/22QiTJqDn1BIRSh4mkNJ5w,https://api.spotify.com/v1/audio-analysis/22QiTJqDn1BIRSh4mkNJ5w,4
1xkOg49ZxldiM1ioIudwUS,Could Heaven Ever Be Like This,Idris Muhammad,Turn This Mutha Out,1977-01-01,516586,2021-06-08 22:51:19+00:00,"['jazz funk', 'new orleans funk', 'soul jazz']",0.755,0.842,2,-7.293,0,0.129,0.388,0.541,0.105,0.798,123.203,audio_features,spotify:track:1xkOg49ZxldiM1ioIudwUS,https://api.spotify.com/v1/tracks/1xkOg49ZxldiM1ioIudwUS,https://api.spotify.com/v1/audio-analysis/1xkOg49ZxldiM1ioIudwUS,4
3cUxncrTWSA9lhlQbuIwUY,Stuck on the puzzle,Alex Turner,Submarine - Original Songs From The Film By Alex Turner,2011-03-14,211053,2021-06-06 15:53:40+00:00,"['modern rock', 'sheffield indie']",0.58,0.682,4,-8.523,1,0.0332,0.0792,0.0316,0.161,0.774,77.53,audio_features,spotify:track:3cUxncrTWSA9lhlQbuIwUY,https://api.spotify.com/v1/tracks/3cUxncrTWSA9lhlQbuIwUY,https://api.spotify.com/v1/audio-analysis/3cUxncrTWSA9lhlQbuIwUY,4
4bO6DljpuAeQh6HS20i0I5,Money For Nothing,Dire Straits,Brothers In Arms - 20th Anniversary Edition,1985-05-13,504333,2021-06-06 15:53:31+00:00,"['album rock', 'classic rock', 'mellow gold', 'rock']",0.642,0.766,2,-6.82,0,0.0401,0.0407,0.000103,0.0593,0.593,134.185,audio_features,spotify:track:4bO6DljpuAeQh6HS20i0I5,https://api.spotify.com/v1/tracks/4bO6DljpuAeQh6HS20i0I5,https://api.spotify.com/v1/audio-analysis/4bO6DljpuAeQh6HS20i0I5,4
6U8wLl0pMsgS1Lcql3nQjH,Ttktv,Injury Reserve,Live from the Dentist Office,2015-08-30,401933,2021-06-06 15:42:43+00:00,"['alternative hip hop', 'conscious hip hop', 'escape room', 'indie hip hop', 'underground hip hop']",0.63,0.449,6,-8.549,0,0.252,0.814,0.575,0.106,0.0738,158.861,audio_features,spotify:track:6U8wLl0pMsgS1Lcql3nQjH,https://api.spotify.com/v1/tracks/6U8wLl0pMsgS1Lcql3nQjH,https://api.spotify.com/v1/audio-analysis/6U8wLl0pMsgS1Lcql3nQjH,4
0sT4slW2xWai3EwVSiuL9Y,Eugene,Arlo Parks,Collapsed In Sunbeams,2021-01-29,223413,2021-06-02 12:46:59+00:00,"['indie pop', 'indie soul', 'uk contemporary r&b']",0.618,0.59,7,-7.186,0,0.0428,0.779,0.00848,0.0906,0.896,174.266,audio_features,spotify:track:0sT4slW2xWai3EwVSiuL9Y,https://api.spotify.com/v1/tracks/0sT4slW2xWai3EwVSiuL9Y,https://api.spotify.com/v1/audio-analysis/0sT4slW2xWai3EwVSiuL9Y,4
0FoUOS7ExFM2FmEuyGBxOP,Air Forces,Mustafa,When Smoke Rises,2021-05-28,189427,2021-05-29 06:56:53+00:00,['chill pop'],0.53,0.33,6,-15.465,1,0.0895,0.904,0.0115,0.142,0.437,173.837,audio_features,spotify:track:0FoUOS7ExFM2FmEuyGBxOP,https://api.spotify.com/v1/tracks/0FoUOS7ExFM2FmEuyGBxOP,https://api.spotify.com/v1/audio-analysis/0FoUOS7ExFM2FmEuyGBxOP,4
1AqemxWsT0iGg5Lvkm16Bt,Fukk Sleep (feat. FKA twigs),A$AP Rocky,TESTING,2018-05-25,192973,2021-05-26 00:33:32+00:00,"['east coast hip hop', 'hip hop', 'rap', 'trap']",0.798,0.412,2,-9.305,1,0.36,0.443,7.43e-05,0.219,0.304,135.959,audio_features,spotify:track:1AqemxWsT0iGg5Lvkm16Bt,https://api.spotify.com/v1/tracks/1AqemxWsT0iGg5Lvkm16Bt,https://api.spotify.com/v1/audio-analysis/1AqemxWsT0iGg5Lvkm16Bt,4
37pShAS4iuRXJeRAa9k6xw,Black Dog,Arlo Parks,Collapsed In Sunbeams,2021-01-29,228760,2021-05-25 01:29:49+00:00,"['indie pop', 'indie soul', 'uk contemporary r&b']",0.666,0.545,1,-8.031,0,0.0354,0.686,0.015,0.117,0.378,86.385,audio_features,spotify:track:37pShAS4iuRXJeRAa9k6xw,https://api.spotify.com/v1/tracks/37pShAS4iuRXJeRAa9k6xw,https://api.spotify.com/v1/audio-analysis/37pShAS4iuRXJeRAa9k6xw,4
6xTp4nC8NBRSYMxGqIikSh,Caroline,Arlo Parks,Collapsed In Sunbeams,2021-01-29,216933,2021-05-08 17:28:30+00:00,"['indie pop', 'indie soul', 'uk contemporary r&b']",0.596,0.576,10,-7.956,1,0.039,0.379,0.0859,0.107,0.494,160.183,audio_features,spotify:track:6xTp4nC8NBRSYMxGqIikSh,https://api.spotify.com/v1/tracks/6xTp4nC8NBRSYMxGqIikSh,https://api.spotify.com/v1/audio-analysis/6xTp4nC8NBRSYMxGqIikSh,4
7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,Childish Gambino,Summer Pack,2018-07-11,297404,2021-05-07 00:42:46+00:00,"['atl hip hop', 'hip hop', 'rap']",0.55,0.596,7,-8.214,1,0.134,0.162,0.00481,0.0805,0.253,165.736,audio_features,spotify:track:7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/tracks/7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/audio-analysis/7p4vHnYXkxlzvfePJVpcTr,4
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,1972-05-19,281613,2021-05-06 21:43:50+00:00,"['glam rock', 'mellow gold', 'piano rock', 'rock']",0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,audio_features,spotify:track:3gdewACMIVMEWVbyb8O9sY,https://api.spotify.com/v1/tracks/3gdewACMIVMEWVbyb8O9sY,https://api.spotify.com/v1/audio-analysis/3gdewACMIVMEWVbyb8O9sY,4
1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,Elton John,Too Low For Zero,1983-05-30,183440,2021-05-06 21:43:44+00:00,"['glam rock', 'mellow gold', 'piano rock', 'rock']",0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,audio_features,spotify:track:1jDJFeK9x3OZboIAHsY9k2,https://api.spotify.com/v1/tracks/1jDJFeK9x3OZboIAHsY9k2,https://api.spotify.com/v1/audio-analysis/1jDJFeK9x3OZboIAHsY9k2,4
3bH4HzoZZFq8UpZmI2AMgV,New Light,John Mayer,New Light,2018-05-10,216014,2021-05-03 16:40:38+00:00,"['neo mellow', 'singer-songwriter']",0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,audio_features,spotify:track:3bH4HzoZZFq8UpZmI2AMgV,https://api.spotify.com/v1/tracks/3bH4HzoZZFq8UpZmI2AMgV,https://api.spotify.com/v1/audio-analysis/3bH4HzoZZFq8UpZmI2AMgV,4
00cxhG668jV6gU6VK2FUVI,Acceptable in the 80's,Calvin Harris,I Created Disco,2007-06-18,333680,2021-05-01 03:03:15+00:00,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.787,0.808,7,-5.454,1,0.0511,0.0143,0.257,0.0466,0.942,127.99,audio_features,spotify:track:00cxhG668jV6gU6VK2FUVI,https://api.spotify.com/v1/tracks/00cxhG668jV6gU6VK2FUVI,https://api.spotify.com/v1/audio-analysis/00cxhG668jV6gU6VK2FUVI,4
41AE8ODX2JETBCa6muhSLY,Heart Of Glass,Blondie,Greatest Hits: Blondie,2006-01-01,252186,2021-05-01 03:00:29+00:00,"['candy pop', 'new wave pop', 'permanent wave', 'power pop', 'rock', 'synthpop']",0.726,0.696,4,-8.017,1,0.0333,0.00114,0.0771,0.0563,0.41,114.691,audio_features,spotify:track:41AE8ODX2JETBCa6muhSLY,https://api.spotify.com/v1/tracks/41AE8ODX2JETBCa6muhSLY,https://api.spotify.com/v1/audio-analysis/41AE8ODX2JETBCa6muhSLY,4
5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,After Hours,2020-03-20,215626,2021-04-27 13:40:19+00:00,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,audio_features,spotify:track:5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g,4
7CH99b2i1TXS5P8UUyWtnM,Them Changes,Thundercat,Drunk,2017-02-24,188453,2021-04-24 12:30:25+00:00,"['afrofuturism', 'indie soul']",0.657,0.562,8,-8.6,1,0.0601,0.54,0.00143,0.101,0.704,81.657,audio_features,spotify:track:7CH99b2i1TXS5P8UUyWtnM,https://api.spotify.com/v1/tracks/7CH99b2i1TXS5P8UUyWtnM,https://api.spotify.com/v1/audio-analysis/7CH99b2i1TXS5P8UUyWtnM,4
2fghiDodS0NYp3ZrJvexuf,Another Day,Kid Cudi,Man On The Moon III: The Chosen,2020-12-11,199786,2021-04-14 13:52:03+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.647,0.753,4,-7.71,0,0.0667,0.539,0.00727,0.353,0.0553,172.983,audio_features,spotify:track:2fghiDodS0NYp3ZrJvexuf,https://api.spotify.com/v1/tracks/2fghiDodS0NYp3ZrJvexuf,https://api.spotify.com/v1/audio-analysis/2fghiDodS0NYp3ZrJvexuf,4
0iAyh8IRB5WxusAS49DNz4,Tequila Shots,Kid Cudi,Man On The Moon III: The Chosen,2020-12-11,193293,2021-04-14 13:51:45+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.713,0.559,5,-7.262,0,0.0544,0.0845,3.84e-05,0.513,0.228,90.493,audio_features,spotify:track:0iAyh8IRB5WxusAS49DNz4,https://api.spotify.com/v1/tracks/0iAyh8IRB5WxusAS49DNz4,https://api.spotify.com/v1/audio-analysis/0iAyh8IRB5WxusAS49DNz4,4
2gEmgpnxseKEVRTwkSGopN,White (feat. Frank Ocean),Odd Future,The OF Tape Vol. 2,2012-03-16,122933,2021-03-09 14:46:34+00:00,['underground hip hop'],0.51,0.0671,3,-12.163,0,0.0689,0.744,0.0,0.166,0.197,106.017,audio_features,spotify:track:2gEmgpnxseKEVRTwkSGopN,https://api.spotify.com/v1/tracks/2gEmgpnxseKEVRTwkSGopN,https://api.spotify.com/v1/audio-analysis/2gEmgpnxseKEVRTwkSGopN,3
6gtNiLJNLBcV0P6Juenstp,Biking (Solo),Frank Ocean,Biking (Solo),2017-05-15,212494,2021-02-24 11:18:37+00:00,"['lgbtq+ hip hop', 'neo soul']",0.64,0.548,7,-6.965,1,0.147,0.543,3.1e-06,0.303,0.181,148.077,audio_features,spotify:track:6gtNiLJNLBcV0P6Juenstp,https://api.spotify.com/v1/tracks/6gtNiLJNLBcV0P6Juenstp,https://api.spotify.com/v1/audio-analysis/6gtNiLJNLBcV0P6Juenstp,4
3ZE3wv8V3w2T2f7nOCjV0N,Life on Mars? - 2015 Remaster,David Bowie,Hunky Dory (2015 Remaster),1971-12-17,235986,2021-02-12 21:57:29+00:00,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.445,0.384,10,-14.642,1,0.0417,0.635,7.74e-05,0.0539,0.216,123.295,audio_features,spotify:track:3ZE3wv8V3w2T2f7nOCjV0N,https://api.spotify.com/v1/tracks/3ZE3wv8V3w2T2f7nOCjV0N,https://api.spotify.com/v1/audio-analysis/3ZE3wv8V3w2T2f7nOCjV0N,4
62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline,Neil Diamond,Sweet Caroline,1969-06-06,203573,2021-02-09 10:29:05+00:00,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,audio_features,spotify:track:62AuGbAkt8Ox2IrFFb8GKV,https://api.spotify.com/v1/tracks/62AuGbAkt8Ox2IrFFb8GKV,https://api.spotify.com/v1/audio-analysis/62AuGbAkt8Ox2IrFFb8GKV,4
0RA79dwecqvG9MR03jqiRx,Teardrops,NEIL FRANCES,Teardrops,2018-02-14,198331,2021-02-04 20:55:56+00:00,['indie soul'],0.87,0.72,11,-7.679,1,0.0413,0.17,0.0908,0.0686,0.832,92.006,audio_features,spotify:track:0RA79dwecqvG9MR03jqiRx,https://api.spotify.com/v1/tracks/0RA79dwecqvG9MR03jqiRx,https://api.spotify.com/v1/audio-analysis/0RA79dwecqvG9MR03jqiRx,4
3k5oLgungD1dSOGLqQdIQw,Texas Sun,Khruangbin,Texas Sun,2019-12-04,252811,2021-01-10 12:58:48+00:00,"['indie soul', 'neo-psychedelic']",0.632,0.636,7,-10.011,1,0.035,0.0352,0.158,0.0997,0.616,111.551,audio_features,spotify:track:3k5oLgungD1dSOGLqQdIQw,https://api.spotify.com/v1/tracks/3k5oLgungD1dSOGLqQdIQw,https://api.spotify.com/v1/audio-analysis/3k5oLgungD1dSOGLqQdIQw,4
371H6HjS4SXGbQ9IVfFUIL,Lens,Frank Ocean,Lens,2017-04-23,227654,2021-01-09 22:14:39+00:00,"['lgbtq+ hip hop', 'neo soul']",0.681,0.333,9,-8.582,1,0.0974,0.588,0.0,0.086,0.564,118.05,audio_features,spotify:track:371H6HjS4SXGbQ9IVfFUIL,https://api.spotify.com/v1/tracks/371H6HjS4SXGbQ9IVfFUIL,https://api.spotify.com/v1/audio-analysis/371H6HjS4SXGbQ9IVfFUIL,4
4WEuEfFiczWxblHyuucSBL,HiiiPower,Kendrick Lamar,Section.80,2011-07-02,279854,2021-01-06 19:20:21+00:00,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.695,0.827,6,-5.742,0,0.282,0.179,0.0,0.283,0.538,81.024,audio_features,spotify:track:4WEuEfFiczWxblHyuucSBL,https://api.spotify.com/v1/tracks/4WEuEfFiczWxblHyuucSBL,https://api.spotify.com/v1/audio-analysis/4WEuEfFiczWxblHyuucSBL,4
390AWnOn2rfe9FzQjYmxIH,Wicked Game,Chris Isaak,Best of Chris Isaak (Remastered),2006-01-01,286880,2020-12-31 20:52:25+00:00,['mellow gold'],0.667,0.548,9,-7.802,1,0.0262,0.744,0.0122,0.0946,0.29,112.549,audio_features,spotify:track:390AWnOn2rfe9FzQjYmxIH,https://api.spotify.com/v1/tracks/390AWnOn2rfe9FzQjYmxIH,https://api.spotify.com/v1/audio-analysis/390AWnOn2rfe9FzQjYmxIH,4
2I3dW2dCBZAJGj5X21E53k,Kids See Ghosts,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2018-06-08,245098,2020-12-28 21:54:11+00:00,['rap'],0.841,0.682,2,-7.007,1,0.0458,0.113,9.65e-05,0.131,0.338,94.985,audio_features,spotify:track:2I3dW2dCBZAJGj5X21E53k,https://api.spotify.com/v1/tracks/2I3dW2dCBZAJGj5X21E53k,https://api.spotify.com/v1/audio-analysis/2I3dW2dCBZAJGj5X21E53k,4
6C1wn08cac9wcvJvGtuHi1,SUNNY,BROCKHAMPTON,SATURATION II,2017-08-25,170692,2020-12-19 12:58:54+00:00,"['boy band', 'rap']",0.504,0.659,4,-5.111,1,0.0336,0.866,0.0,0.273,0.431,79.996,audio_features,spotify:track:6C1wn08cac9wcvJvGtuHi1,https://api.spotify.com/v1/tracks/6C1wn08cac9wcvJvGtuHi1,https://api.spotify.com/v1/audio-analysis/6C1wn08cac9wcvJvGtuHi1,4
2AGottAzfC8bHzF7kEJ3Wa,Diamonds Dancing,Drake,What A Time To Be Alive,2015-09-20,314631,2020-12-19 04:17:29+00:00,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.51,0.358,1,-10.847,1,0.0467,0.125,3.74e-05,0.111,0.171,136.036,audio_features,spotify:track:2AGottAzfC8bHzF7kEJ3Wa,https://api.spotify.com/v1/tracks/2AGottAzfC8bHzF7kEJ3Wa,https://api.spotify.com/v1/audio-analysis/2AGottAzfC8bHzF7kEJ3Wa,4
